municipality_number,navn,historiske_navn,historisk_detaljer,year_created,year_stopped
520,Ringebu,Ringebu,til 1865,1800,2020
521,Øyer,Øyer,norrønt,1800,2020
521,Øyer,Øyer,til 1917,1800,2020
522,Gausdal*,Gausdal*,norrønt,1800,2020
522,Gausdal*,Gausdal*,1801,1800,2020
522,Østre Gausdal,Østre Gausdal,norrønt,1800,2020
522,Gausdal,Gausdal,norrønt,1800,2020
523,Vestre Gausdal,Vestre Gausdal,norrønt,1800,2020
524,Fåberg,Fåberg,norrønt,1800,2020
524,Fåberg,Fåberg,1855,1800,2020
524,Fåberg,Fåberg,1855-75,1800,2020
524,Fåberg,Fåberg,til 1918,1800,2020
525,Biri,Biri,norrønt,1800,2020
525,Biri,Biri,1575,1800,2020
525,Biri,Biri,1801,1800,2020
525,Biri,Biri,til 1865,1800,2020
526,Snertingdal,Snertingdal,norrønt,1800,2020
526,Snertingdal,Snertingdal,til 1917,1800,2020
527,Vardal,Vardal,norrønt,1800,2020
527,Vardal,Vardal,1801,1800,2020
528,Østre Toten,Østre Toten,norrønt,1800,2020
1964,Østre Thoten (til 1855),Østre Thoten (til 1855),,1800,2020
529,Vestre Toten,Vestre Toten,norrønt,1800,2020
529,Vestre Toten,Vestre Toten,til 1855,1800,2020
530,Eina,Eina,norrønt,1800,2020
531,Kolbu,Kolbu,norrønt,1800,2020
532,Jevnaker,Jevnaker,norrønt,1800,2020
532,Jevnaker,Jevnaker,1801,1800,2020
532,Jevnaker,Jevnaker,til 1840,1800,2020
532,Jevnaker,Jevnaker,til 1865,1800,2020
533,Lunner,Lunner,norrønt,1800,2020
533,Lunner,Lunner,1800-tallet,1800,2020
534,Gran,Gran,norrønt,1800,2020
535,Brandbu,Brandbu,norrønt,1800,2020
536,Land*,Land*,norrønt,1800,2020
536,Søndre Land,Søndre Land,norrønt,1800,2020
537,Fluberg,Fluberg,norrønt,1800,2020
538,Nordre Land,Nordre Land,norrønt,1800,2020
539,Torpa,Torpa,norrønt,1800,2020
539,Torpa,Torpa,til 1917,1800,2020
539,Torpa,Torpa,til 1841,1800,2020
540,Sør-Aurdal,Sør-Aurdal,norrønt,1800,2020
540,Sør-Aurdal,Sør-Aurdal,til 1841,1800,2020
540,Sør-Aurdal,Sør-Aurdal,til 1917,1800,2020
541,Etnedal,Etnedal,norrønt,1800,2020
541,Etnedal,Etnedal,til 1917,1800,2020
542,Nord-Aurdal,Nord-Aurdal,til 1917,1800,2020
542,Utskilt fra Aurdal 1805,Utskilt fra Aurdal 1805,,1800,2020
542,Nordre Aurdal† i 1837Formannskap V.18,Nordre Aurdal† i 1837Formannskap V.18,,1800,2020
543,Slidre*,Slidre*,norrønt,1800,2020
543,Vestre Slidre,Vestre Slidre,norrønt,1800,2020
543,Vestre Slidre,Vestre Slidre,lokalt,1800,2020
544,Øystre Slidre,Øystre Slidre,norrønt,1800,2020
544,Øystre Slidre,Øystre Slidre,lokalt,1800,2020
544,Øystre Slidre,Øystre Slidre,til 11.9.1925,1800,2020
545,Vang,Vang,norrønt,1800,2020
545,Vang,Vang,1801,1800,2020
0580,Sollien,Sollien,1700-tallet,1800,2020
0580,Sollien,Sollien,1865,1800,2020
601,Hønefoss,Hønefoss,til 1884,1800,2020
601,Ringerike,Ringerike,norrønt,1800,2020
601,Bragernæs,Bragernæs,norrønt,1800,2020
601,Strømsøe,Strømsøe,1600-tallet,1800,2020
602,Drammen,Drammen,norrønt,1800,2020
602,Drammen,Drammen,mellomnorsk,1800,2020
603,Holmsbu◎,Holmsbu◎,til 1900,1800,2020
604,Kongsberg,Kongsberg,1625,1800,2020
605,Ringerike,Ringerike,1625,1800,2020
611,Tyristrand,Tyristrand,norrønt,1800,2020
611,Tyristrand,Tyristrand,til 1917,1800,2020
612,Hole,Hole,norrønt,1800,2020
612,Hole,Hole,1801,1800,2020
0612,Hole,Hole,1801,1800,2020
613,Norderhov,Norderhov,norrønt,1800,2020
613,Norderhov,Norderhov,1575,1800,2020
613,Norderhov,Norderhov,til 1840,1800,2020
613,Norderhov,Norderhov,1855,1800,2020
614,Ådal,Ådal,norrønt,1800,2020
614,Ådal,Ådal,til 1917,1800,2020
614,Ådal,Ådal,1918,1800,2020
615,Flå,Flå,norrønt,1800,2020
615,Flå,Flå,til 1918,1800,2020
616,Nes,Nes,norrønt,1800,2020
616,Nes,Nes,1801,1800,2020
616,Nes,Nes,til 1884,1800,2020
617,Gol,Gol,norrønt,1800,2020
617,Gol,Gol,1801,1800,2020
617,Gol,Gol,,1800,2020
618,Hemsedal,Hemsedal,norrønt,1800,2020
619,Ål,Ål,norrønt,1800,2020
619,Ål,Ål,til 1918,1800,2020
620,Hol,Hol,norrønt,1800,2020
620,Hol,Hol,1801,1800,2020
621,Sigdal,Sigdal,norrønt,1800,2020
622,Krødsherad,Krødsherad,norrønt,1800,2020
622,Krødsherad,Krødsherad,1801,1800,2020
622,Krødsherad,Krødsherad,til 1917,1800,2020
623,Modum,Modum,norrønt,1800,2020
624,Eker*,Eker*,norrønt,1800,2020
624,Eker*,Eker*,til 1855,1800,2020
624,Øvre Eiker,Øvre Eiker,norrønt,1800,2020
624,Øvre Eiker,Øvre Eiker,til 1917,1800,2020
625,Nedre Eiker,Nedre Eiker,norrønt,1800,2020
625,Nedre Eiker,Nedre Eiker,til 1917,1800,2020
626,Lier,Lier,norrønt,1800,2020
627,Røyken,Røyken,norrønt,1800,2020
627,Røyken,Røyken,mellomnorsk,1800,2020
627,Røyken,Røyken,til 1840,1800,2020
627,Røyken,Røyken,til 1917,1800,2020
628,Hurum,Hurum,norrønt,1800,2020
628,Hurum,Hurum,til 1840,1800,2020
628,Hurum,Hurum,1855,1800,2020
629,Sandsvær*,Sandsvær*,norrønt,1800,2020
629,Sandsvær*,Sandsvær*,til 1840,1800,2020
629,Sandsvær*,Sandsvær*,1855,1800,2020
629,Ytre Sandsvær,Ytre Sandsvær,norrønt,1800,2020
630,Øvre Sandsvær,Øvre Sandsvær,norrønt,1800,2020
630,Øvre Sandsvær,Øvre Sandsvær,mellomnorsk,1800,2020
631,Flesberg,Flesberg,norrønt,1800,2020
631,Flesberg,Flesberg,mellomnorsk,1800,2020
631,Flesberg,Flesberg,til 1865,1800,2020
632,Rollag,Rollag,til 1840,1800,2020
633,Nore,Nore,norrønt,1800,2020
633,Nore og Uvdal,Nore og Uvdal,norrønt,1800,2020
634,Opdal,Opdal,norrønt,1800,2020
634,Uvdal,Uvdal,til 22.1.1932,1800,2020
0680,Se 0711 Strømm i Vestfold,Se 0711 Strømm i Vestfold,til 22.1.1932,1800,2020
0681,Se 0781 Strømsgodset i Vestfold,Se 0781 Strømsgodset i Vestfold,til 22.1.1932,1800,2020
0680,Se 0781 Strømsgodset i Vestfold,Se 0781 Strømsgodset i Vestfold,til 22.1.1932,1800,2020
701,Svelvik◎,Svelvik◎,norrønt,1800,2020
701,Svelvik◎,Svelvik◎,1795,1800,2020
701,Svelvik◎,Svelvik◎,til 1855,1800,2020
701,Svelvik◎,Svelvik◎,til 1918,1800,2020
0701,Horten,Horten,til 1.6.2002,1800,2020
702,Holmestrand◎,Holmestrand◎,norrønt,1800,2020
703,Karljohansvern,Karljohansvern,1819-85,1800,2020
703,Horten,Horten,,1800,2020
704,Åsgårdstrand◎,Åsgårdstrand◎,til 1918,1800,2020
0704,Tønsberg,Tønsberg,til 1918,1800,2020
705,Tønsberg,Tønsberg,norrønt,1800,2020
705,Tønsberg,Tønsberg,ca 1130,1800,2020
706,Sandefjord,Sandefjord,1769,1800,2020
707,Larvik,Larvik,norrønt,1800,2020
707,Larvik,Larvik,1733,1800,2020
707,Larvik,Larvik,til 1855,1800,2020
707,Larvik,Larvik,til 1884,1800,2020
0798,Fredriksvern,Fredriksvern,til 1801,1800,2020
0798,Stavern,Stavern,til 1917,1800,2020
0798,Stavern,Stavern,til 1.1.1930,1800,2020
0798,Stavern,Stavern,1664,1800,2020
0798,Stavern,Stavern,til 1885,1800,2020
709,Larvik,Larvik,til 1885,1800,2020
710,Sandefjord,Sandefjord,til 1885,1800,2020
711,Strømm,Strømm,norrønt,1800,2020
711,Strømm,Strømm,,1800,2020
711,Strømm,Strømm,til 1917,1800,2020
711,Svelvik,Svelvik,til 1917,1800,2020
712,Skoger,Skoger,norrønt,1800,2020
712,Skoger,Skoger,1801,1800,2020
712,Skoger,Skoger,til 1865,1800,2020
712,Skoger,Skoger,1900,1800,2020
0712,Larvik,Larvik,1900,1800,2020
713,Sande,Sande,norrønt,1800,2020
713,Sande,Sande,mellomnorsk,1800,2020
714,Hof,Hof,norrønt,1800,2020
714,Hof,Hof,mellomnorsk,1800,2020
714,Hof,Hof,1801,1800,2020
715,Botne,Botne,norrønt,1800,2020
715,Botne,Botne,1801,1800,2020
715,Botne,Botne,1855,1800,2020
0715,Holmestrand●,Holmestrand●,1855,1800,2020
716,Våle,Våle,norrønt,1800,2020
716,Våle,Våle,1801,1800,2020
716,Våle,Våle,til 1918,1800,2020
716,Re,Re,norrønt,1800,2020
717,Borre,Borre,norrønt,1800,2020
717,Borre,Borre,1855,1800,2020
718,Ramnes,Ramnes,norrønt,1800,2020
718,Ramnes,Ramnes,mellomnorsk,1800,2020
718,Ramnes,Ramnes,til 1884,1800,2020
719,Andebu,Andebu,norrønt,1800,2020
719,Andebu,Andebu,1801,1800,2020
719,Andebu,Andebu,til 1865,1800,2020
720,Stokke,Stokke,norrønt,1800,2020
720,Stokke,Stokke,1801,1800,2020
721,Sem,Sem,norrønt,1800,2020
721,Sem,Sem,1300-tallet,1800,2020
721,Sem,Sem,til 1884,1800,2020
722,Nøtterøy,Nøtterøy,norrønt,1800,2020
722,Nøtterøy,Nøtterøy,1801,1800,2020
722,Nøtterøy,Nøtterøy,til 1900,1800,2020
722,Nøtterøy,Nøtterøy,til 1917,1800,2020
723,Tjøme,Tjøme,norrønt,1800,2020
723,Tjøme,Tjøme,1769,1800,2020
723,Tjøme,Tjøme,til 1917,1800,2020
724,Sandeherred,Sandeherred,norrønt,1800,2020
724,Sandar,Sandar,1801,1800,2020
724,Sandar,Sandar,1855,1800,2020
724,Sandar,Sandar,til 1917,1800,2020
724,Sandar,Sandar,til 13.3.1931,1800,2020
725,Tjølling,Tjølling,norrønt,1800,2020
725,Tjølling,Tjølling,1801,1800,2020
725,Tjølling,Tjølling,1855,1800,2020
725,Tjølling,Tjølling,1865,1800,2020
725,Tjølling,Tjølling,,1800,2020
726,Brunlanes,Brunlanes,norrønt,1800,2020
726,Brunlanes,Brunlanes,1769,1800,2020
726,Brunlanes,Brunlanes,1801,1800,2020
726,Brunlanes,Brunlanes,1865,1800,2020
726,Brunlanes,Brunlanes,til 1900,1800,2020
727,Hedrum,Hedrum,norrønt,1800,2020
727,Hedrum,Hedrum,1300-tallet,1800,2020
728,Lardal,Lardal,norrønt,1800,2020
728,Lardal,Lardal,1801,1800,2020
728,Lardal,Lardal,til 1884,1800,2020
729,Færder,Færder,norrønt,1800,2020
729,Færder,Færder,1723,1800,2020
0781,Strømsgodset,Strømsgodset,1812,1800,2020
0781,Strømsgodset,Strømsgodset,1855,1800,2020
801,Kragerø◎,Kragerø◎,1801,1800,2020
802,Langesund◎,Langesund◎,1801,1800,2020
803,Stathelle◎,Stathelle◎,1801,1800,2020
804,Brevik,Brevik,til 1855,1800,2020
804,Vestre Porsgrund,Vestre Porsgrund,,1800,2020
804,Østre Porsgrund,Østre Porsgrund,,1800,2020
805,Porsgrunn,Porsgrunn,til 1920,1800,2020
806,Skien,Skien,norrønt,1800,2020
806,Skien,Skien,1769,1800,2020
806,Skien,Skien,1801,1800,2020
807,Notodden,Notodden,1801,1800,2020
811,Slemdal,Slemdal,norrønt,1800,2020
811,Siljan,Siljan,til 3.11.1917,1800,2020
812,Gjerpen,Gjerpen,norrønt,1800,2020
812,Gjerpen,Gjerpen,1769,1800,2020
812,Gjerpen,Gjerpen,1855,1800,2020
813,Eidanger,Eidanger,norrønt,1800,2020
813,Eidanger,Eidanger,mellomnorsk,1800,2020
813,Eidanger,Eidanger,1801,1800,2020
813,Eidanger,Eidanger,1855,1800,2020
814,Bamble,Bamble,norrønt,1800,2020
814,Bamble,Bamble,mellomnorsk,1800,2020
814,Bamble,Bamble,1855,1800,2020
814,Bamble,Bamble,til 1917,1800,2020
815,Skåtøy,Skåtøy,norrønt,1800,2020
815,Skåtøy,Skåtøy,til 1917,1800,2020
815,Skåtøy,Skåtøy,1918,1800,2020
815,Kragerø,Kragerø,1918,1800,2020
816,Sannikedal,Sannikedal,norrønt,1800,2020
816,Sannidal,Sannidal,1855,1800,2020
816,Sannidal,Sannidal,til 1865,1800,2020
816,Sannidal,Sannidal,til 1917,1800,2020
817,Drangedal,Drangedal,norrønt,1800,2020
818,Solum,Solum,norrønt,1800,2020
818,Solum,Solum,1801,1800,2020
818,Solum,Solum,1855,1800,2020
819,Holla,Holla,norrønt,1800,2020
819,Holla,Holla,til 1865,1800,2020
819,Holla,Holla,til 1917,1800,2020
819,Nome,Nome,til 1917,1800,2020
820,Lunde,Lunde,norrønt,1800,2020
821,Bø,Bø,norrønt,1800,2020
821,Bø,Bø,1801,1800,2020
822,Saude,Saude,norrønt,1800,2020
822,Sauherad,Sauherad,1661,1800,2020
822,Sauherad,Sauherad,1801,1800,2020
822,Sauherad,Sauherad,1865,1800,2020
822,Sauherad,Sauherad,til 1917,1800,2020
823,Hitterdal,Hitterdal,norrønt,1800,2020
823,Heddal,Heddal,1647,1800,2020
823,Heddal,Heddal,1767,1800,2020
823,Heddal,Heddal,til 1917,1800,2020
824,Gransherad,Gransherad,norrønt,1800,2020
824,Gransherad,Gransherad,1769,1800,2020
824,Gransherad,Gransherad,til 1875,1800,2020
824,Gransherad,Gransherad,til 1917,1800,2020
825,Hovin,Hovin,norrønt,1800,2020
825,Hovin,Hovin,1769,1800,2020
825,Hovin,Hovin,til 1917,1800,2020
826,Tind,Tind,norrønt,1800,2020
826,Tind,Tind,1865,1800,2020
827,Hjartdal,Hjartdal,norrønt,1800,2020
827,Hjartdal,Hjartdal,til 1801,1800,2020
827,Hjartdal,Hjartdal,,1800,2020
827,Hjartdal,Hjartdal,til 1884,1800,2020
828,Seljord,Seljord,norrønt,1800,2020
828,Seljord,Seljord,til 1848,1800,2020
828,Seljord,Seljord,til 1889,1800,2020
829,Kviteseid,Kviteseid,norrønt,1800,2020
829,Kviteseid,Kviteseid,til 1801,1800,2020
829,Kviteseid,Kviteseid,til 1865,1800,2020
829,Kviteseid,Kviteseid,1875,1800,2020
829,Kviteseid,Kviteseid,1900,1800,2020
830,Nissedal,Nissedal,norrønt,1800,2020
830,Nissedal,Nissedal,1769,1800,2020
831,Moland,Moland,norrønt,1800,2020
831,Fyresdal,Fyresdal,1575,1800,2020
831,Fyresdal,Fyresdal,til 1879,1800,2020
831,Fyresdal,Fyresdal,,1800,2020
832,Mo,Mo,norrønt,1800,2020
832,Mo,Mo,til 1840,1800,2020
833,Lårdal,Lårdal,norrønt,1800,2020
833,Lårdal,Lårdal,1575,1800,2020
833,Lårdal,Lårdal,til 1865,1800,2020
833,Lårdal,Lårdal,til 1918,1800,2020
833,Tokke,Tokke,norrønt,1800,2020
834,Vinje,Vinje,norrønt,1800,2020
834,Vinje,Vinje,1575,1800,2020
834,Vinje,Vinje,til 1801,1800,2020
835,Rauland,Rauland,norrønt,1800,2020
835,Rauland,Rauland,1575,1800,2020
835,Rauland,Rauland,til 1801,1800,2020
835,Rauland,Rauland,1865,1800,2020
901,Risør,Risør,1801,1800,2020
901,Risør,Risør,1855,1800,2020
901,Risør,Risør,til 1905,1800,2020
902,Tvedestrand◎,Tvedestrand◎,til 1905,1800,2020
903,Arendal,Arendal,1610,1800,2020
903,Arendal,Arendal,1733,1800,2020
904,Grimstad,Grimstad,1801,1800,2020
905,Lillesand◎,Lillesand◎,til 1600-tallet,1800,2020
905,Lillesand◎,Lillesand◎,1664,1800,2020
906,Arendal,Arendal,1664,1800,2020
911,Gjerstad,Gjerstad,norrønt,1800,2020
911,Gjerstad,Gjerstad,1801,1800,2020
911,Gjerstad,Gjerstad,1865,1800,2020
911,Gjerstad,Gjerstad,til 1900,1800,2020
912,Vegårshei,Vegårshei,norrønt,1800,2020
912,Vegårshei,Vegårshei,1775,1800,2020
912,Vegårshei,Vegårshei,1801,1800,2020
912,Vegårshei,Vegårshei,til 1917,1800,2020
912,Vegårshei,Vegårshei,1918,1800,2020
913,Søndeled,Søndeled,norrønt,1800,2020
913,Søndeled,Søndeled,1801,1800,2020
913,Søndeled,Søndeled,,1800,2020
914,Holt,Holt,norrønt,1800,2020
914,Holt,Holt,til 1865,1800,2020
914,Holt,Holt,,1800,2020
914,Tvedestrand,Tvedestrand,,1800,2020
915,Dypvåg,Dypvåg,norrønt,1800,2020
915,Dypvåg,Dypvåg,til 1917,1800,2020
915,Dypvåg,Dypvåg,1918,1800,2020
915,Dypvåg,Dypvåg,til 22.1.1932,1800,2020
916,Flosta,Flosta,norrønt,1800,2020
916,Flosta,Flosta,mellomnorsk,1800,2020
916,Flosta,Flosta,,1800,2020
917,Stokken,Stokken,,1800,2020
918,Austre Moland,Austre Moland,1801,1800,2020
918,Austre Moland,Austre Moland,1855,1800,2020
918,Austre Moland,Austre Moland,til 1949,1800,2020
918,Moland,Moland,norrønt,1800,2020
918,Moland,Moland,1593,1800,2020
919,Froland,Froland,norrønt,1800,2020
920,Øyestad,Øyestad,norrønt,1800,2020
920,Øyestad,Øyestad,1855,1800,2020
920,Øyestad,Øyestad,til 1917,1800,2020
921,Tromøy,Tromøy,norrønt,1800,2020
921,Tromøy,Tromøy,1801,1800,2020
921,Tromøy,Tromøy,til 1917,1800,2020
922,Hisøy,Hisøy,norrønt,1800,2020
922,Hisøy,Hisøy,til 1917,1800,2020
922,Hisøy,Hisøy,til 19.7.1930,1800,2020
923,Fjære,Fjære,norrønt,1800,2020
923,Fjære,Fjære,1801,1800,2020
923,Fjære,Fjære,1855,1800,2020
924,Hommedal,Hommedal,norrønt,1800,2020
924,Landvik,Landvik,til 1855,1800,2020
924,Landvik,Landvik,til 1907,1800,2020
925,Eide,Eide,norrønt,1800,2020
925,Eide,Eide,1801,1800,2020
926,Vestre Moland,Vestre Moland,til 1855,1800,2020
926,Lillesand,Lillesand,til 1855,1800,2020
927,Høvåg,Høvåg,norrønt,1800,2020
927,Høvåg,Høvåg,til 1884,1800,2020
927,Høvåg,Høvåg,til 1918,1800,2020
928,Birkenes,Birkenes,norrønt,1800,2020
928,Birkenes,Birkenes,til 1884,1800,2020
929,Åmli,Åmli,norrønt,1800,2020
929,Åmli,Åmli,1801,1800,2020
929,Åmli,Åmli,til 1865,1800,2020
929,Åmli,Åmli,til 1918,1800,2020
930,Gjøvdal,Gjøvdal,norrønt,1800,2020
930,Gjøvdal,Gjøvdal,1801,1800,2020
930,Gjøvdal,Gjøvdal,til 1914,1800,2020
931,Tovdal,Tovdal,norrønt,1800,2020
931,Tovdal,Tovdal,til 1917,1800,2020
932,Mykland,Mykland,1600-tallet,1800,2020
932,Mykland,Mykland,1801,1800,2020
933,Herefoss,Herefoss,norrønt,1800,2020
933,Herefoss,Herefoss,1801,1800,2020
933,Herefoss,Herefoss,til 1884,1800,2020
934,Evje og Veigusdal*,Evje og Veigusdal*,til 1884,1800,2020
934,Vegusdal,Vegusdal,norrønt,1800,2020
934,Vegusdal,Vegusdal,1801,1800,2020
934,Vegusdal,Vegusdal,til 1884,1800,2020
935,Hordnæs og Iveland*,Hordnæs og Iveland*,til 1884,1800,2020
935,Iveland,Iveland,norrønt,1800,2020
936,Hornnes,Hornnes,norrønt,1800,2020
936,Hornnes,Hornnes,1800-tallet,1800,2020
937,Evje,Evje,norrønt,1800,2020
937,Evje,Evje,1801,1800,2020
937,Evje og Hornnes,Evje og Hornnes,1801,1800,2020
938,Bygland,Bygland,norrønt,1800,2020
938,Bygland,Bygland,latin,1800,2020
939,Hylestad,Hylestad,norrønt,1800,2020
939,Hylestad,Hylestad,1801,1800,2020
940,Valle,Valle,norrønt,1800,2020
940,Valle,Valle,mellomnorsk,1800,2020
940,Valle,Valle,1801,1800,2020
941,Bykle,Bykle,norrønt,1800,2020
941,Bykle,Bykle,latin,1800,2020
0980,Aaseral,Aaseral,norrønt,1800,2020
0990,Barbu,Barbu,norrønt,1800,2020
1001,Kristiansand,Kristiansand,til 1865,1800,2020
1001,Kristiansand,Kristiansand,1875,1800,2020
1002,Mandal,Mandal,til 1662,1800,2020
1003,Farsund,Farsund,1801,1800,2020
1004,Flekkefjord,Flekkefjord,1620,1800,2020
1004,Flekkefjord,Flekkefjord,1801,1800,2020
1011,Randesund,Randesund,norrønt,1800,2020
1011,Randesund,Randesund,til 1917,1800,2020
1012,Oddernes,Oddernes,norrønt,1800,2020
1012,Oddernes,Oddernes,til 1900,1800,2020
1013,Tveit,Tveit,norrønt,1800,2020
1013,Tveit,Tveit,1801,1800,2020
1013,Tveit,Tveit,1855,1800,2020
1013,Tveit,Tveit,1865,1800,2020
1013,Tveit,Tveit,1875,1800,2020
1013,Tveit,Tveit,til 1907,1800,2020
1014,Vennesla,Vennesla,norrønt,1800,2020
1014,Vennesla,Vennesla,1801,1800,2020
1014,Vennesla,Vennesla,til 1884,1800,2020
1015,Hægeland,Hægeland,norrønt,1800,2020
1015,Hægeland,Hægeland,til 1884,1800,2020
1016,Øvrebø*,Øvrebø*,norrønt,1800,2020
1016,Øvrebø*,Øvrebø*,1600-tallet,1800,2020
1016,Øvrebø*,Øvrebø*,1801,1800,2020
1016,Øvrebø og Hægeland,Øvrebø og Hægeland,,1800,2020
1016,Øvrebø,Øvrebø,,1800,2020
1017,Greipstad,Greipstad,norrønt,1800,2020
1017,Greipstad,Greipstad,1600-tallet,1800,2020
1017,Greipstad,Greipstad,1801,1800,2020
1017,Songdalen,Songdalen,norrønt,1800,2020
1018,Søgne,Søgne,norrønt,1800,2020
1018,Søgne,Søgne,middelalderen,1800,2020
1018,Søgne,Søgne,1801,1800,2020
1019,Halse og Harkmark,Halse og Harkmark,norrønt,1800,2020
1019,Halse og Harkmark,Halse og Harkmark,1500-tallet,1800,2020
1019,Halse og Harkmark,Halse og Harkmark,1610,1800,2020
1019,Halse og Harkmark,Halse og Harkmark,til 1865,1800,2020
1019,Halse og Harkmark,Halse og Harkmark,til 1917,1800,2020
1020,Holme,Holme,norrønt,1800,2020
1020,Holum,Holum,til 1917,1800,2020
1021,Øislebø og Laudal*,Øislebø og Laudal*,1500-tallet,1800,2020
1021,Øislebø og Laudal*,Øislebø og Laudal*,til 1884,1800,2020
1021,Øyslebø,Øyslebø,norrønt,1800,2020
1021,Øyslebø,Øyslebø,1801,1800,2020
1021,Øyslebø,Øyslebø,til 1917,1800,2020
1021,Marnardal,Marnardal,norrønt,1800,2020
1022,Laudal,Laudal,norrønt,1800,2020
1022,Laudal,Laudal,1300-tallet,1800,2020
1022,Laudal,Laudal,1801,1800,2020
1022,Laudal,Laudal,til 1884,1800,2020
1023,Finsland,Finsland,norrønt,1800,2020
1023,Finsland,Finsland,1801,1800,2020
1024,Bjelland og Grindum*,Bjelland og Grindum*,til 1884,1800,2020
1024,Bjelland og Grindum*,Bjelland og Grindum*,1900,1800,2020
1024,Bjelland,Bjelland,norrønt,1800,2020
1024,Bjelland,Bjelland,1801,1800,2020
1024,Bjelland,Bjelland,1855,1800,2020
1025,Grindheim,Grindheim,norrønt,1800,2020
1025,Grindheim,Grindheim,1801,1800,2020
1025,Grindheim,Grindheim,til 1907,1800,2020
1026,Åseral,Åseral,norrønt,1800,2020
1026,Åseral,Åseral,til 1918,1800,2020
1027,Undal*,Undal*,norrønt,1800,2020
1027,Undal*,Undal*,1801,1800,2020
1027,Nordre Undal,Nordre Undal,norrønt,1800,2020
1027,Konsmo,Konsmo,norrønt,1800,2020
1027,Konsmo,Konsmo,1801,1800,2020
1027,Audnedal,Audnedal,1801,1800,2020
1028,Vigmostad,Vigmostad,norrønt,1800,2020
1028,Vigmostad,Vigmostad,1300-tallet,1800,2020
1028,Vigmostad,Vigmostad,1801,1800,2020
1029,Sør-Audnedal,Sør-Audnedal,norrønt,1800,2020
1029,Sør-Audnedal,Sør-Audnedal,1769,1800,2020
1029,Sør-Audnedal,Sør-Audnedal,1801,1800,2020
1029,Sør-Audnedal,Sør-Audnedal,til 1917,1800,2020
1029,Lindesnes,Lindesnes,norrønt,1800,2020
1030,Spangereid,Spangereid,norrønt,1800,2020
1031,Austad,Austad,norrønt,1800,2020
1032,Lyngdal,Lyngdal,norrønt,1800,2020
1032,Lyngdal,Lyngdal,1801,1800,2020
1033,Kvås,Kvås,norrønt,1800,2020
1033,Kvås,Kvås,1801,1800,2020
1033,Kvås,Kvås,til 1918,1800,2020
1034,Øvre Kvinesdal,Øvre Kvinesdal,norrønt,1800,2020
1034,Hægebostad,Hægebostad,til 1841,1800,2020
1034,Hægebostad,Hægebostad,til 1855,1800,2020
1034,Hægebostad,Hægebostad,1865,1800,2020
1035,Eiken,Eiken,norrønt,1800,2020
1035,Eiken,Eiken,1801,1800,2020
1035,Eiken,Eiken,til 1875,1800,2020
1036,Fjotland,Fjotland,norrønt,1800,2020
1036,Fjotland,Fjotland,,1800,2020
1037,Nedre Kvinesdal*,Nedre Kvinesdal*,norrønt,1800,2020
1037,Nedre Kvinesdal*,Nedre Kvinesdal*,til 1841,1800,2020
1037,Nedre Kvinesdal*,Nedre Kvinesdal*,1845,1800,2020
1037,Kvinesdal,Kvinesdal,1845,1800,2020
1037,Liknes,Liknes,norrønt,1800,2020
1037,Kvinesdal,Kvinesdal,1801,1800,2020
1037,Kvinesdal,Kvinesdal,til 10.10.1919,1800,2020
1038,Feda,Feda,norrønt,1800,2020
1038,Feda,Feda,1801,1800,2020
1038,Feda,Feda,til 1917,1800,2020
1039,Herred,Herred,norrønt,1800,2020
1039,Herad,Herad,til 1884,1800,2020
1039,Herad,Herad,til 1917,1800,2020
1040,Spind,Spind,1600-tallet,1800,2020
1041,Vanse,Vanse,norrønt,1800,2020
1041,Lista,Lista,1769,1800,2020
1041,Lista,Lista,1801,1800,2020
1041,Lista,Lista,1855,1800,2020
1041,Lista,Lista,til 1917,1800,2020
1042,Nes og Hitterø*,Nes og Hitterø*,1855,1800,2020
1042,Nes og Hitterø*,Nes og Hitterø*,til 1884,1800,2020
1042,Hidra,Hidra,norrønt,1800,2020
1042,Hidra,Hidra,til 1917,1800,2020
1043,Nes,Nes,norrønt,1800,2020
1043,Nes,Nes,1801,1800,2020
1043,Nes,Nes,til 1876,1800,2020
1044,Gyland1,Gyland1,norrønt,1800,2020
1044,Østre Bakke og Sirdal,Østre Bakke og Sirdal,norrønt,1800,2020
1045,Bakke*2,Bakke*2,norrønt,1800,2020
1045,Bakke*2,Bakke*2,1801,1800,2020
1045,Bakke og Gyland,Bakke og Gyland,1801,1800,2020
1045,Bakke,Bakke,1801,1800,2020
1046,Siredalen,Siredalen,norrønt,1800,2020
1046,Tonstad,Tonstad,norrønt,1800,2020
1046,Sirdal,Sirdal,norrønt,1800,2020
1047,Øvre Sirdal,Øvre Sirdal,norrønt,1800,2020
1047,Øvre Sirdal,Øvre Sirdal,til 1917,1800,2020
1101,Egersund,Egersund,til 1884,1800,2020
1101,Eigersund,Eigersund,til 1884,1800,2020
1102,Sandnes,Sandnes,til 1884,1800,2020
1103,Stavanger,Stavanger,norrønt,1800,2020
1104,Skudeneshavn◎,Skudeneshavn◎,til 1884,1800,2020
1105,Kopervik◎,Kopervik◎,norrønt,1800,2020
1106,Haugesund,Haugesund,norrønt,1800,2020
1107,Sogndal◎,Sogndal◎,1801,1800,2020
1107,Sogndal◎,Sogndal◎,til 1900,1800,2020
1107,Sogndal◎,Sogndal◎,,1800,2020
1108,Sandnes,Sandnes,,1800,2020
