municipality_number,navn,historiske_navn,historisk_detaljer,year_created,year_stopped
1555,Grip,Grip,1769,1800,2020
1555,Grip,Grip,1855,1800,2020
1556,Fredøe (og Grip),Fredøe (og Grip),norrønt,1800,2020
1556,Frei,Frei,til 1840,1800,2020
1556,Frei,Frei,1865,1800,2020
1556,Frei,Frei,til 1889,1800,2020
1557,Gjemnes,Gjemnes,norrønt,1800,2020
1558,Øre,Øre,norrønt,1800,2020
1559,Straumsnes,Straumsnes,norrønt,1800,2020
1559,Straumsnes,Straumsnes,til 1884,1800,2020
1559,Straumsnes,Straumsnes,til 1917,1800,2020
1560,Tingvoll,Tingvoll,norrønt,1800,2020
1560,Tingvoll,Tingvoll,til 1900,1800,2020
1560,Tingvoll,Tingvoll,til 1917,1800,2020
1561,Øksendal,Øksendal,norrønt,1800,2020
1561,Øksendal,Øksendal,til 1865,1800,2020
1561,Øksendal,Øksendal,til 1917,1800,2020
1562,Ålvundeid,Ålvundeid,norrønt,1800,2020
1562,Ålvundeid,Ålvundeid,til 1917,1800,2020
1562,Ålvundeid,Ålvundeid,1918,1800,2020
1563,Sunndal,Sunndal,norrønt,1800,2020
1563,Sunndal,Sunndal,1801,1800,2020
1563,Sunndal,Sunndal,til 1865,1800,2020
1563,Sunndal,Sunndal,til 1917,1800,2020
1564,Stangvik,Stangvik,norrønt,1800,2020
1564,Stangvik,Stangvik,til 1855,1800,2020
1564,Stangvik,Stangvik,1865,1800,2020
1565,Åsskard,Åsskard,norrønt,1800,2020
1565,Åsskard,Åsskard,til 1917,1800,2020
1565,Åsskard,Åsskard,1918,1800,2020
1566,Surnadal,Surnadal,norrønt,1800,2020
1566,Surnadal,Surnadal,1801,1800,2020
1566,Surnadal,Surnadal,til 1917,1800,2020
1566,Surnadal,Surnadal,til 1920,1800,2020
1567,Rindal,Rindal,norrønt,1800,2020
1567,Rindal,Rindal,til 1917,1800,2020
1568,Stemshaug,Stemshaug,norrønt,1800,2020
1568,Stemshaug,Stemshaug,til 1865,1800,2020
1569,Aure,Aure,norrønt,1800,2020
1569,Aure,Aure,til 1840,1800,2020
1570,Valsøyfjord,Valsøyfjord,norrønt,1800,2020
1570,Valsøyfjord,Valsøyfjord,til 1917,1800,2020
1571,Halsa,Halsa,norrønt,1800,2020
1571,Halsa,Halsa,til 1917,1800,2020
1572,Tustna,Tustna,norrønt,1800,2020
1572,Tustna,Tustna,1865,1800,2020
1572,Tustna,Tustna,til 1917,1800,2020
1573,Edøy,Edøy,norrønt,1800,2020
1573,Edøy,Edøy,til 1840,1800,2020
1573,Edøy,Edøy,1865,1800,2020
1573,Edøy,Edøy,til 1917,1800,2020
1573,Smøla,Smøla,norrønt,1800,2020
1573,Smøla,Smøla,til 1917,1800,2020
1574,Brattvær,Brattvær,norrønt,1800,2020
1574,Brattvær,Brattvær,til 22.4.1938,1800,2020
1575,Hopen,Hopen,norrønt,1800,2020
1576,Aure,Aure,norrønt,1800,2020
1577,Volda,Volda,norrønt,1800,2020
1578,Fjord,Fjord,norrønt,1800,2020
1579,Hustadvika,Hustadvika,norrønt,1800,2020
1580,Haram,Haram,norrønt,1800,2020
1601,Trondhjem,Trondhjem,norrønt,1800,2020
1601,Nidaros,Nidaros,ca 1130,1800,2020
1601,Trondheim,Trondheim,1733,1800,2020
1601,Trondheim,Trondheim,1801,1800,2020
1601,Trondheim,Trondheim,1865,1800,2020
1601,Trondheim,Trondheim,,1800,2020
1611,Vinje,Vinje,norrønt,1800,2020
1611,Vinje,Vinje,1801,1800,2020
1612,Hemne,Hemne,norrønt,1800,2020
1612,Hemne,Hemne,til 1917,1800,2020
1613,Snillfjord,Snillfjord,til 19.8.1938,1800,2020
1614,Heim,Heim,norrønt,1800,2020
1615,Sandstad,Sandstad,norrønt,1800,2020
1616,Fillan,Fillan,norrønt,1800,2020
1616,Fillan,Fillan,1801,1800,2020
1617,Hitra,Hitra,norrønt,1800,2020
1617,Hitra,Hitra,1400-tallet,1800,2020
1617,Hitra,Hitra,til 1865,1800,2020
1617,Hitra,Hitra,til 1917,1800,2020
1618,Kvenvær,Kvenvær,norrønt,1800,2020
1618,Kvenvær,Kvenvær,1801,1800,2020
1619,Frøien,Frøien,norrønt,1800,2020
1619,Sør-Frøya,Sør-Frøya,til 1917,1800,2020
1620,Nord-Frøya,Nord-Frøya,til 1917,1800,2020
1620,Frøya,Frøya,til 1917,1800,2020
1621,Ørland,Ørland,norrønt,1800,2020
1621,Ørland,Ørland,til 1801,1800,2020
1621,Ørland,Ørland,til 1917,1800,2020
1622,Værnes,Værnes,norrønt,1800,2020
1622,Agdenes,Agdenes,til 17.5.1897,1800,2020
1622,Agdenes,Agdenes,til 1917,1800,2020
1623,Lensvik,Lensvik,norrønt,1800,2020
1623,Lensvik,Lensvik,til 1917,1800,2020
1624,Rissa,Rissa,norrønt,1800,2020
1624,Rissa,Rissa,1801,1800,2020
1624,Rissa,Rissa,til 1917,1800,2020
1625,Stadsbygd,Stadsbygd,norrønt,1800,2020
1625,Stadsbygd,Stadsbygd,1801,1800,2020
1625,Stadsbygd,Stadsbygd,til 1917,1800,2020
1626,Skjørn,Skjørn,norrønt,1800,2020
1626,Stjørna,Stjørna,til 1917,1800,2020
1627,Bjugn,Bjugn,norrønt,1800,2020
1627,Bjugn,Bjugn,1801,1800,2020
1628,Nes,Nes,1801,1800,2020
1629,Jøssund,Jøssund,norrønt,1800,2020
1629,Jøssund,Jøssund,1801,1800,2020
1630,Åfjord,Åfjord,norrønt,1800,2020
1630,Å,Å,1801,1800,2020
1630,Å,Å,til 1892,1800,2020
1630,Å,Å,til 1918,1800,2020
1631,Stoksund,Stoksund,norrønt,1800,2020
1632,Bjørnør*,Bjørnør*,norrønt,1800,2020
1632,Bjørnør*,Bjørnør*,til 1801,1800,2020
1632,Bjørnør*,Bjørnør*,,1800,2020
1632,Roan,Roan,norrønt,1800,2020
1633,Osen,Osen,norrønt,1800,2020
1634,Oppdal,Oppdal,norrønt,1800,2020
1634,Oppdal,Oppdal,1801,1800,2020
1634,Oppdal,Oppdal,til 1950,1800,2020
1635,Rennebu1,Rennebu1,norrønt,1800,2020
1635,Rennebu1,Rennebu1,1801,1800,2020
1635,Rennebu1,Rennebu1,1865,1800,2020
1636,Meldal,Meldal,norrønt,1800,2020
1636,Meldal,Meldal,1533,1800,2020
1636,Meldal,Meldal,til 1917,1800,2020
1637,Orkland,Orkland,til 1917,1800,2020
1638,Orkdal,Orkdal,norrønt,1800,2020
1638,Orkdal,Orkdal,1769,1800,2020
1638,Orkdal,Orkdal,til 1865,1800,2020
1638,Orkdal,Orkdal,1875,1800,2020
1638,Orkdal,Orkdal,til 1917,1800,2020
1638,Orkdal,Orkdal,til 1922,1800,2020
1639,Orkanger,Orkanger,til 1920,1800,2020
1640,Røros,Røros,norrønt,1800,2020
1640,Røros,Røros,1673,1800,2020
1640,Røros,Røros,til 1918,1800,2020
1641,Røros landsogn,Røros landsogn,til 1918,1800,2020
1642,Brekken,Brekken,norrønt,1800,2020
1643,Glåmos,Glåmos,norrønt,1800,2020
1644,Ålen,Ålen,norrønt,1800,2020
1644,Ålen,Ålen,til 1918,1800,2020
1644,Holtålen,Holtålen,til 1918,1800,2020
1645,Holtaalen,Holtaalen,norrønt,1800,2020
1645,Haltdalen,Haltdalen,til 1918,1800,2020
1645,Haltdalen,Haltdalen,til 1.1.1938,1800,2020
1646,Singsås,Singsås,norrønt,1800,2020
1646,Singsås,Singsås,til 1918,1800,2020
1647,Budal,Budal,1801,1800,2020
1647,Budal,Budal,til 1917,1800,2020
1648,Støren,Støren,norrønt,1800,2020
1648,Midtre Gauldal,Midtre Gauldal,norrønt,1800,2020
1649,Soknedal,Soknedal,norrønt,1800,2020
1649,Soknedal,Soknedal,til 1801,1800,2020
1649,Soknedal,Soknedal,,1800,2020
1649,Soknedal,Soknedal,til 1917,1800,2020
1650,Horg,Horg,norrønt,1800,2020
1650,Horg,Horg,1801,1800,2020
1651,Hølandet,Hølandet,norrønt,1800,2020
1651,Hølonda,Hølonda,1801,1800,2020
1651,Hølonda,Hølonda,til 1900,1800,2020
1651,Hølonda,Hølonda,til 23.1.1931,1800,2020
1652,Flå,Flå,norrønt,1800,2020
1652,Flå,Flå,1801,1800,2020
1652,Flå,Flå,til 1918,1800,2020
1653,Melhus,Melhus,norrønt,1800,2020
1653,Melhus,Melhus,1801,1800,2020
1653,Melhus,Melhus,1855,1800,2020
1653,Melhus,Melhus,,1800,2020
1654,Leinstrand,Leinstrand,norrønt,1800,2020
1654,Leinstrand,Leinstrand,1801,1800,2020
1654,Leinstrand,Leinstrand,til 1917,1800,2020
1655,Byneset,Byneset,norrønt,1800,2020
1655,Byneset,Byneset,til 1865,1800,2020
1655,Byneset,Byneset,til 1884,1800,2020
1655,Byneset,Byneset,1898,1800,2020
1656,Buvik,Buvik,norrønt,1800,2020
1656,Buvik,Buvik,1801,1800,2020
1656,Buvik,Buvik,1865,1800,2020
1656,Buvik,Buvik,til 1917,1800,2020
1657,Børseskognen,Børseskognen,norrønt,1800,2020
1657,Skaun,Skaun,1801,1800,2020
1657,Skaun,Skaun,til 1917,1800,2020
1657,Skaun,Skaun,til 1.1.1930,1800,2020
1658,Børsa,Børsa,norrønt,1800,2020
1658,Børsa,Børsa,1855,1800,2020
1658,Børsa,Børsa,1865,1800,2020
1658,Børsa,Børsa,til 1917,1800,2020
1659,Geitastrand,Geitastrand,norrønt,1800,2020
1659,Geitastrand,Geitastrand,til 1917,1800,2020
1659,Geitastrand,Geitastrand,til 1920,1800,2020
1660,Strinda,Strinda,norrønt,1800,2020
1660,Strinda,Strinda,1855,1800,2020
1660,Strinda,Strinda,til 1917,1800,2020
1661,Tiller,Tiller,norrønt,1800,2020
1661,Tiller,Tiller,til 1917,1800,2020
1662,Klæbu,Klæbu,norrønt,1800,2020
1662,Klæbu,Klæbu,1769,1800,2020
1662,Klæbu,Klæbu,til 1865,1800,2020
1662,Klæbu,Klæbu,1875,1800,2020
1663,Malvik,Malvik,norrønt,1800,2020
1663,Malvik,Malvik,1801,1800,2020
1664,Selbu,Selbu,norrønt,1800,2020
1664,Selbu,Selbu,1801,1800,2020
1664,Selbu,Selbu,til 1865,1800,2020
1665,Tydal,Tydal,norrønt,1800,2020
1665,Tydal,Tydal,til 1917,1800,2020
1701,Levanger◎,Levanger◎,norrønt,1800,2020
1702,Steinkjer,Steinkjer,til 1925,1800,2020
1703,Namsos,Namsos,til 1925,1800,2020
1711,Øvre Stjørdalen,Øvre Stjørdalen,til 1866,1800,2020
1711,Meråker,Meråker,norrønt,1800,2020
1711,Meråker,Meråker,1801,1800,2020
1711,Meråker,Meråker,til 1917,1800,2020
1712,Hegra,Hegra,norrønt,1800,2020
1712,Hegra,Hegra,1801,1800,2020
1712,Hegra,Hegra,til 1917,1800,2020
1713,Lånke,Lånke,norrønt,1800,2020
1713,Lånke,Lånke,1801,1800,2020
1713,Lånke,Lånke,til 1917,1800,2020
1714,Størdalen*,Størdalen*,norrønt,1800,2020
1714,Størdalen*,Størdalen*,1589,1800,2020
1714,Størdalen*,Størdalen*,til 1866,1800,2020
1714,Nedre Stjørdalen,Nedre Stjørdalen,til 1865,1800,2020
1714,Stjørdal,Stjørdal,til 1917,1800,2020
1715,Skatval,Skatval,norrønt,1800,2020
1715,Skatval,Skatval,1801,1800,2020
1715,Skatval,Skatval,til 1884,1800,2020
1716,Åsen,Åsen,norrønt,1800,2020
1716,Åsen,Åsen,til 1917,1800,2020
1717,Frosta,Frosta,norrønt,1800,2020
1717,Frosta,Frosta,til 31.12.1908,1800,2020
1718,Leksvik,Leksvik,norrønt,1800,2020
1718,Leksvik,Leksvik,til 1801,1800,2020
1718,Leksvik,Leksvik,1865,1800,2020
1718,Leksvik,Leksvik,til 1917,1800,2020
1719,Skogn,Skogn,norrønt,1800,2020
1719,Skogn,Skogn,1589,1800,2020
1719,Skogn,Skogn,1769,1800,2020
1719,Skogn,Skogn,1835,1800,2020
1719,Levanger,Levanger,1835,1800,2020
1720,Frol,Frol,norrønt,1800,2020
1720,Frol,Frol,til 1875,1800,2020
1720,Frol,Frol,til 1920,1800,2020
1721,Verdal,Verdal,norrønt,1800,2020
1721,Verdal,Verdal,til 1801,1800,2020
1721,Verdal,Verdal,til 1917,1800,2020
1722,Ytterøy,Ytterøy,norrønt,1800,2020
1722,Ytterøy,Ytterøy,1801,1800,2020
1722,Ytterøy,Ytterøy,til 1917,1800,2020
1723,Mosviken og Verran,Mosviken og Verran,til 1917,1800,2020
1723,Mosvik,Mosvik,norrønt,1800,2020
1723,Mosvik,Mosvik,1801,1800,2020
1723,Mosvik,Mosvik,til 1917,1800,2020
1724,Verran,Verran,norrønt,1800,2020
1724,Verran,Verran,1801,1800,2020
1725,Namdalseid,Namdalseid,norrønt,1800,2020
1725,Namdalseid,Namdalseid,inntil 1801,1800,2020
1725,Namdalseid,Namdalseid,1853-94,1800,2020
1725,Namdalseid,Namdalseid,til 1917,1800,2020
1726,Malm,Malm,norrønt,1800,2020
1726,Malm,Malm,1800-tallet,1800,2020
1727,Beitstad,Beitstad,norrønt,1800,2020
1727,Beitstad,Beitstad,til 1801,1800,2020
1727,Beitstad,Beitstad,til 1917,1800,2020
1728,Hustad,Hustad,norrønt,1800,2020
1728,Sandvollan,Sandvollan,til 16.10.1911,1800,2020
1729,Inderøy,Inderøy,norrønt,1800,2020
1729,Inderøy,Inderøy,1801,1800,2020
1729,Inderøy,Inderøy,til 1917,1800,2020
1730,Røra,Røra,norrønt,1800,2020
1730,Røra,Røra,1801,1800,2020
1730,Røra,Røra,1865,1800,2020
1731,Sparbu,Sparbu,norrønt,1800,2020
1731,Sparbu,Sparbu,til 1801,1800,2020
1731,Sparbu,Sparbu,til 1917,1800,2020
1732,Skei,Skei,norrønt,1800,2020
1732,Ogndal,Ogndal,1801,1800,2020
1732,Ogndal,Ogndal,til 13.12.1900,1800,2020
1732,Ogndal,Ogndal,til 1917,1800,2020
1733,Egge,Egge,norrønt,1800,2020
1733,Egge,Egge,1533,1800,2020
1734,Stod,Stod,norrønt,1800,2020
1734,Stod,Stod,til 1801,1800,2020
1735,Kvam,Kvam,norrønt,1800,2020
1735,Kvam,Kvam,1801,1800,2020
1736,Snåsa,Snåsa,norrønt,1800,2020
1736,Snåsa,Snåsa,mellomnorsk,1800,2020
1736,Snåsa,Snåsa,1801,1800,2020
1736,Snåsa,Snåsa,til 1917,1800,2020
1737,Lierne,Lierne,1801,1800,2020
1737,Lierne,Lierne,til 1872,1800,2020
1737,Sørli,Sørli,1801,1800,2020
1738,Nordli,Nordli,1801,1800,2020
1738,Lierne,Lierne,1801,1800,2020
1739,Røyrvik,Røyrvik,til 1903,1800,2020
1740,Namsskogan,Namsskogan,til 1903,1800,2020
1741,Harran,Harran,norrønt,1800,2020
1741,Harran,Harran,1801,1800,2020
1742,Grong,Grong,norrønt,1800,2020
1742,Grong,Grong,mellomnorsk,1800,2020
1742,Grong,Grong,1589,1800,2020
1742,Grong,Grong,1865,1800,2020
1743,Høylandet,Høylandet,norrønt,1800,2020
1743,Høylandet,Høylandet,1801,1800,2020
1743,Høylandet,Høylandet,til 1917,1800,2020
1744,Overhalla,Overhalla,norrønt,1800,2020
1744,Overhalla,Overhalla,til 1884,1800,2020
1744,Overhalla,Overhalla,til 1917,1800,2020
1745,Sævik,Sævik,norrønt,1800,2020
1745,Vemundvik,Vemundvik,til 1876,1800,2020
1746,Klinga,Klinga,til 1917,1800,2020
1747,Otterøy,Otterøy,norrønt,1800,2020
1748,Fosnes,Fosnes,norrønt,1800,2020
1748,Fosnes,Fosnes,1769,1800,2020
1748,Fosnes,Fosnes,til 1884,1800,2020
1749,Flatanger,Flatanger,norrønt,1800,2020
1749,Flatanger,Flatanger,1801,1800,2020
1750,Vikna,Vikna,norrønt,1800,2020
1750,Vikna,Vikna,1801,1800,2020
1750,Vikna,Vikna,til 1917,1800,2020
1751,Nærøy,Nærøy,norrønt,1800,2020
1751,Nærøy,Nærøy,til 1801,1800,2020
1751,Nærøy,Nærøy,til 1917,1800,2020
1752,Kolvereid og Foldereid*,Kolvereid og Foldereid*,norrønt,1800,2020
1752,Kolvereid,Kolvereid,norrønt,1800,2020
1753,Foldereid,Foldereid,norrønt,1800,2020
1753,Foldereid,Foldereid,1801,1800,2020
1754,Gravvik,Gravvik,norrønt,1800,2020
1754,Gravvik,Gravvik,til 1917,1800,2020
1755,Leka,Leka,norrønt,1800,2020
1755,Leka,Leka,1801,1800,2020
1755,Leka,Leka,til 1884,1800,2020
1756,Inderøy,Inderøy,til 1884,1800,2020
1780,Sørbindalen,Sørbindalen,norrønt,1800,2020
1801,Brønnøysund◎,Brønnøysund◎,,1800,2020
1802,Mosjøen◎,Mosjøen◎,,1800,2020
1803,Mo◎,Mo◎,,1800,2020
1804,Bodø,Bodø,til 1840,1800,2020
1805,Narvik,Narvik,1567,1800,2020
1805,Narvik,Narvik,1897,1800,2020
1806,Svolvær◎,Svolvær◎,norrønt,1800,2020
1806,Narvik,Narvik,norrønt,1800,2020
1811,Nordbindalen,Nordbindalen,norrønt,1800,2020
1811,Bindal,Bindal,norrønt,1800,2020
1811,Bindal,Bindal,til 1917,1800,2020
1812,Vik,Vik,norrønt,1800,2020
1812,Sømna,Sømna,1801,1800,2020
1812,Sømna,Sømna,til 13.11.1940,1800,2020
1813,Velfjord,Velfjord,norrønt,1800,2020
1813,Velfjord,Velfjord,til 1908,1800,2020
1813,Brønnøy,Brønnøy,til 1908,1800,2020
1814,Brønnøy,Brønnøy,norrønt,1800,2020
1814,Brønnøy,Brønnøy,1533,1800,2020
1814,Brønnøy,Brønnøy,1600-tallet,1800,2020
1814,Brønnøy,Brønnøy,til 1875,1800,2020
1814,Brønnøy,Brønnøy,til 1908,1800,2020
1815,Vega,Vega,norrønt,1800,2020
1815,Vega,Vega,til 1769,1800,2020
1815,Vega,Vega,til 1840,1800,2020
1815,Vega,Vega,til 1884,1800,2020
1816,Vevelstad,Vevelstad,norrønt,1800,2020
1816,Vevelstad,Vevelstad,1810,1800,2020
1816,Vevelstad,Vevelstad,til 1876,1800,2020
1817,Tjøtta,Tjøtta,norrønt,1800,2020
1817,Tjøtta,Tjøtta,1801,1800,2020
1817,Tjøtta,Tjøtta,til 1865,1800,2020
1817,Tjøtta,Tjøtta,til 1884,1800,2020
1818,Herøy,Herøy,norrønt,1800,2020
1818,Herøy,Herøy,1801,1800,2020
1818,Herøy,Herøy,til 1908,1800,2020
1819,Nordvik,Nordvik,norrønt,1800,2020
1819,Nordvik,Nordvik,til 1917,1800,2020
1820,Alstahaug,Alstahaug,norrønt,1800,2020
1820,Alstahaug,Alstahaug,til 1865,1800,2020
1821,Stamnes,Stamnes,norrønt,1800,2020
1821,Sandnessjøen,Sandnessjøen,til 1.7.1948,1800,2020
1822,Leirfjord,Leirfjord,norrønt,1800,2020
1823,Drevja,Drevja,norrønt,1800,2020
1823,Drevja,Drevja,til 1917,1800,2020
1824,Vefsn,Vefsn,norrønt,1800,2020
1824,Vefsn,Vefsn,1769,1800,2020
1824,Vefsn,Vefsn,til 1801,1800,2020
1824,Vefsn,Vefsn,til 1917,1800,2020
1825,Grane,Grane,norrønt,1800,2020
1826,Hattfjelldal,Hattfjelldal,til 1908,1800,2020
1826,Hattfjelldal,Hattfjelldal,til 1917,1800,2020
1826,Hattfjelldal,Hattfjelldal,til 29.1.1926,1800,2020
1827,Dønnes,Dønnes,norrønt,1800,2020
1827,Dønna,Dønna,1801,1800,2020
1827,Dønna,Dønna,til 1962,1800,2020
1828,Nesna,Nesna,1731,1800,2020
1828,Nesna,Nesna,til 1884,1800,2020
1828,Nesna,Nesna,til 1908,1800,2020
1829,Elsfjord,Elsfjord,norrønt,1800,2020
1830,Korgen,Korgen,norrønt,1800,2020
1831,Sør-Rana,Sør-Rana,norrønt,1800,2020
1832,Hemnes,Hemnes,norrønt,1800,2020
1832,Hemnes,Hemnes,1731,1800,2020
1832,Hemnes,Hemnes,til 1801,1800,2020
1832,Hemnes,Hemnes,1839,1800,2020
1832,Hemnes,Hemnes,1865,1800,2020
1832,Hemnes,Hemnes,1884,1800,2020
1833,Ranen*,Ranen*,norrønt,1800,2020
1833,Ranen*,Ranen*,1801,1800,2020
1833,Mo,Mo,norrønt,1800,2020
1833,Mo,Mo,1801,1800,2020
1833,Mo,Mo,1839,1800,2020
1833,Mo,Mo,1920,1800,2020
1833,Nord-Rana,Nord-Rana,1920,1800,2020
1833,Rana,Rana,1920,1800,2020
1834,Lurøy,Lurøy,norrønt,1800,2020
1834,Lurøy,Lurøy,til 1840,1800,2020
1834,Lurøy,Lurøy,til 1908,1800,2020
1835,Træna,Træna,norrønt,1800,2020
1835,Træna,Træna,1533,1800,2020
1835,Træna,Træna,til 1908,1800,2020
1836,Rødøy,Rødøy,norrønt,1800,2020
1836,Rødøy,Rødøy,til 1840,1800,2020
1836,Rødøy,Rødøy,til 1908,1800,2020
1837,Meløy,Meløy,norrønt,1800,2020
1837,Meløy,Meløy,1801,1800,2020
1837,Meløy,Meløy,til 1908,1800,2020
1838,Gildeskål,Gildeskål,norrønt,1800,2020
1838,Gildeskål,Gildeskål,til 1801,1800,2020
1838,Gildeskål,Gildeskål,til 1918,1800,2020
1839,Beiarn,Beiarn,norrønt,1800,2020
1839,Beiarn,Beiarn,1801,1800,2020
1839,Beiarn,Beiarn,til 1908,1800,2020
1840,Saltdal,Saltdal,norrønt,1800,2020
1840,Saltdal,Saltdal,til 1917,1800,2020
1841,Fauske,Fauske,norrønt,1800,2020
1842,Skjerstad,Skjerstad,norrønt,1800,2020
1842,Skjerstad,Skjerstad,1769,1800,2020
1842,Skjerstad,Skjerstad,1801,1800,2020
1843,Bodin,Bodin,norrønt,1800,2020
1843,Bodin,Bodin,til 1875,1800,2020
1843,Bodin,Bodin,til 1896,1800,2020
1844,Kjerringøy,Kjerringøy,norrønt,1800,2020
1844,Kjerringøy,Kjerringøy,1801,1800,2020
1844,Kjerringøy,Kjerringøy,til 1908,1800,2020
1845,Folden*,Folden*,norrønt,1800,2020
1845,Sørfold,Sørfold,norrønt,1800,2020
1845,Sørfold,Sørfold,til 1908,1800,2020
1846,Nordfolden-Kjerringø,Nordfolden-Kjerringø,til 1908,1800,2020
1846,Nordfold,Nordfold,til 1908,1800,2020
1847,Ledingen,Ledingen,norrønt,1800,2020
1847,Leiranger,Leiranger,mellomnorsk,1800,2020
1847,Leiranger,Leiranger,,1800,2020
1847,Leiranger,Leiranger,til 3.7.1909,1800,2020
1848,Steigen,Steigen,norrønt,1800,2020
1848,Steigen,Steigen,1723,1800,2020
1848,Steigen,Steigen,til 1875,1800,2020
1849,Hamarøy,Hamarøy,norrønt,1800,2020
1849,Hamarøy,Hamarøy,til 1840,1800,2020
1849,Hamarøy,Hamarøy,til 1908,1800,2020
1850,Tysfjord,Tysfjord,norrønt,1800,2020
1850,Tysfjord,Tysfjord,til 1908,1800,2020
1851,Lødingen,Lødingen,norrønt,1800,2020
1851,Lødingen,Lødingen,mellomnorsk,1800,2020
1851,Lødingen,Lødingen,1769,1800,2020
1851,Lødingen,Lødingen,til 1840,1800,2020
1852,Tjeldsund,Tjeldsund,norrønt,1800,2020
1853,Ofoten*,Ofoten*,norrønt,1800,2020
1853,Evenes,Evenes,norrønt,1800,2020
1853,Evenes,Evenes,til 1875,1800,2020
1854,Ballangen,Ballangen,norrønt,1800,2020
1855,Ankenes,Ankenes,norrønt,1800,2020
1855,Ankenes,Ankenes,til 1865,1800,2020
1856,Røst,Røst,norrønt,1800,2020
1857,Værøy,Værøy,norrønt,1800,2020
1857,Værøy,Værøy,til 1801,1800,2020
1857,Værøy,Værøy,til 1840,1800,2020
1857,Værøy,Værøy,til 1908,1800,2020
1858,Moskenes,Moskenes,norrønt,1800,2020
1859,Flakstad,Flakstad,norrønt,1800,2020
1859,Flakstad,Flakstad,til 1801,1800,2020
1859,Lofoten‡,Lofoten‡,norrønt,1800,2020
1859,Lofoten‡,Lofoten‡,1740,1800,2020
1860,Buksnes,Buksnes,norrønt,1800,2020
1860,Buksnes,Buksnes,til 1801,1800,2020
1860,Buksnes,Buksnes,til 1840,1800,2020
1860,Buksnes,Buksnes,til 1884,1800,2020
1860,Vestvågøy,Vestvågøy,norrønt,1800,2020
1861,Hol,Hol,norrønt,1800,2020
1861,Hol,Hol,1801,1800,2020
1862,Borge,Borge,norrønt,1800,2020
1863,Valberg,Valberg,norrønt,1800,2020
1864,Gimsøy,Gimsøy,norrønt,1800,2020
1864,Gimsøy,Gimsøy,1801,1800,2020
1864,Gimsøy,Gimsøy,til 1908,1800,2020
1865,Vågan,Vågan,norrønt,1800,2020
1865,Vågan,Vågan,1801,1800,2020
1865,Vågan,Vågan,til 1884,1800,2020
1865,Vågan,Vågan,til 1917,1800,2020
1865,Vesteraalen‡,Vesteraalen‡,norrønt,1800,2020
1866,Hadsel,Hadsel,norrønt,1800,2020
1866,Hadsel,Hadsel,til 1840,1800,2020
1867,Bø,Bø,til 1840,1800,2020
1868,Øksnes,Øksnes,norrønt,1800,2020
1868,Øksnes,Øksnes,til 1865,1800,2020
1868,Øksnes,Øksnes,til 1884,1800,2020
1869,Langenes,Langenes,norrønt,1800,2020
1869,Langenes,Langenes,1801,1800,2020
1870,Sortland,Sortland,norrønt,1800,2020
1871,Bjørnskinn,Bjørnskinn,norrønt,1800,2020
1871,Bjørnskinn,Bjørnskinn,1801,1800,2020
1871,Bjørnskinn,Bjørnskinn,til 1908,1800,2020
1871,Andøy,Andøy,norrønt,1800,2020
1872,Dverberg,Dverberg,norrønt,1800,2020
1872,Dverberg,Dverberg,1855,1800,2020
1873,Andenes,Andenes,norrønt,1800,2020
1873,Andenes,Andenes,1801,1800,2020
1874,Moskenes,Moskenes,1801,1800,2020
1875,Hamarøy,Hamarøy,1801,1800,2020
1901,Harstad,Harstad,norrønt,1800,2020
1901,Harstad,Harstad,til 1904,1800,2020
1902,Tromsø,Tromsø,norrønt,1800,2020
1902,Tromsø,Tromsø,1801,1800,2020
1903,Harstad,Harstad,1801,1800,2020
1911,Kvæfjord,Kvæfjord,norrønt,1800,2020
1911,Kvæfjord,Kvæfjord,til 1801,1800,2020
1911,Kvæfjord,Kvæfjord,til 1865,1800,2020
1911,Kvæfjord,Kvæfjord,til 1884,1800,2020
1912,Sandtorg,Sandtorg,norrønt,1800,2020
1913,Skånland,Skånland,norrønt,1800,2020
1914,Trondenes,Trondenes,norrønt,1800,2020
1914,Trondenes,Trondenes,til 1865,1800,2020
1914,Trondenes,Trondenes,1884,1800,2020
1915,Sand,Sand,norrønt,1800,2020
1915,Bjarkøy,Bjarkøy,til 6.12.1886,1800,2020
1915,Bjarkøy,Bjarkøy,til 1908,1800,2020
1916,Andørja,Andørja,norrønt,1800,2020
1917,Ibestad,Ibestad,norrønt,1800,2020
1917,Ibestad,Ibestad,til 1917,1800,2020
1918,Astafjord,Astafjord,norrønt,1800,2020
1918,Astafjord,Astafjord,1801,1800,2020
1919,Gratangen,Gratangen,norrønt,1800,2020
1920,Lavangen,Lavangen,norrønt,1800,2020
1921,Salangen,Salangen,norrønt,1800,2020
1922,Bardu,Bardu,norrønt,1800,2020
1922,Bardu,Bardu,til 1889,1800,2020
1922,Bardu,Bardu,til 1908,1800,2020
1923,Øverbygd,Øverbygd,til 1908,1800,2020
1923,Salangen,Salangen,til 1908,1800,2020
1924,Målselv,Målselv,til 1917,1800,2020
1924,Målselv,Målselv,1918,1800,2020
1925,Sørreisa,Sørreisa,norrønt,1800,2020
1925,Sørreisa,Sørreisa,til 1908,1800,2020
1926,Dyrøy,Dyrøy,norrønt,1800,2020
1926,Dyrøy,Dyrøy,til 1908,1800,2020
1927,Tranøy,Tranøy,norrønt,1800,2020
